0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-6.930100000000000626e-08,2.670899999999999915e-07,1.706899999999999912e-06,4.570199999999999882e-06,8.468400000000000100e-06,1.201400000000000051e-05,1.273599999999999969e-05,7.401200000000000391e-06,-7.139799999999999810e-06,-3.253499999999999936e-05,-6.716199999999999156e-05,-1.044099999999999981e-04,-1.315599999999999940e-04,-1.299100000000000081e-04,-7.650500000000000020e-05,5.213199999999999486e-05,2.746399999999999861e-04,5.988900000000000343e-04,1.015499999999999910e-03,1.490200000000000118e-03
0.000000000000000000e+00,7.070000000000000072e-06,2.181099999999999836e-05,3.465900000000000138e-05,3.659899999999999975e-05,1.993500000000000141e-05,-2.056300000000000285e-05,-8.623299999999999921e-05,-1.730699999999999947e-04,-2.705300000000000001e-04,-3.610600000000000159e-04,-4.205000000000000296e-04,-4.196599999999999766e-04,-3.269699999999999950e-04,-1.120400000000000047e-04,2.503200000000000021e-04,7.760199999999999867e-04,1.467900000000000064e-03,2.312699999999999999e-03,3.279099999999999637e-03,4.315300000000000212e-03
0.000000000000000000e+00,-5.081699999999999983e-06,-2.666900000000000165e-05,-7.339399999999999559e-05,-1.512200000000000057e-04,-2.613499999999999829e-04,-3.982899999999999830e-04,-5.486599999999999680e-04,-6.909999999999999910e-04,-7.966000000000000641e-04,-8.314800000000000012e-04,-7.591199999999999554e-04,-5.437099999999999832e-04,-1.535599999999999867e-04,4.356699999999999809e-04,1.238099999999999791e-03,2.255599999999999532e-03,3.475800000000000244e-03,4.871300000000000283e-03,6.399400000000000401e-03,8.000700000000001214e-03
0.000000000000000000e+00,-4.997800000000000159e-05,-1.848499999999999937e-04,-3.816499999999999797e-04,-6.162900000000000236e-04,-8.627599999999999592e-04,-1.092500000000000155e-03,-1.274300000000000129e-03,-1.374499999999999854e-03,-1.358000000000000049e-03,-1.190200000000000199e-03,-8.381400000000000221e-04,-2.734999999999999801e-04,5.256800000000000491e-04,1.572800000000000066e-03,2.870800000000000175e-03,4.410899999999999717e-03,6.171600000000000176e-03,8.118099999999999622e-03,1.020199999999999926e-02,1.235999999999999946e-02
0.000000000000000000e+00,-9.828999999999999575e-05,-3.528399999999999896e-04,-7.035200000000000134e-04,-1.091300000000000126e-03,-1.459099999999999850e-03,-1.753099999999999841e-03,-1.923800000000000033e-03,-1.926799999999999997e-03,-1.723799999999999942e-03,-1.283199999999999966e-03,-5.809800000000000381e-04,3.995499999999999811e-04,1.666700000000000126e-03,3.220300000000000159e-03,5.050999999999999934e-03,7.140100000000000786e-03,9.458700000000000441e-03,1.196700000000000021e-02,1.461399999999999852e-02,1.733600000000000071e-02
0.000000000000000000e+00,-1.259000000000000245e-04,-4.474799999999999915e-04,-8.812000000000001689e-04,-1.345599999999999965e-03,-1.762999999999999810e-03,-2.062000000000000031e-03,-2.178799999999999834e-03,-2.059000000000000066e-03,-1.659199999999999781e-03,-9.469599999999999459e-04,9.882899999999999855e-05,1.488099999999999796e-03,3.220300000000000159e-03,5.284899999999999494e-03,7.662000000000000408e-03,1.032300000000000058e-02,1.322899999999999944e-02,1.633499999999999883e-02,1.958299999999999971e-02,2.290800000000000128e-02
0.000000000000000000e+00,-1.267800000000000025e-04,-4.466599999999999824e-04,-8.696100000000000444e-04,-1.307499999999999852e-03,-1.676000000000000189e-03,-1.896499999999999965e-03,-1.898600000000000071e-03,-1.621199999999999941e-03,-1.015099999999999900e-03,-4.317100000000000391e-05,1.318600000000000067e-03,3.080800000000000292e-03,5.241399999999999358e-03,7.785699999999999565e-03,1.068700000000000032e-02,1.390899999999999949e-02,1.740300000000000180e-02,2.111399999999999735e-02,2.497700000000000267e-02,2.891799999999999926e-02
0.000000000000000000e+00,-1.064400000000000041e-04,-3.685200000000000021e-04,-7.008099999999999529e-04,-1.019200000000000054e-03,-1.242500000000000115e-03,-1.293600000000000002e-03,-1.101900000000000058e-03,-6.051000000000000172e-04,2.491799999999999961e-04,1.501599999999999853e-03,3.179699999999999714e-03,5.297100000000000766e-03,7.852800000000000058e-03,1.083100000000000035e-02,1.420300000000000035e-02,1.792599999999999749e-02,2.194499999999999923e-02,2.619599999999999707e-02,3.060699999999999879e-02,3.509899999999999826e-02
0.000000000000000000e+00,-7.261300000000000426e-05,-2.392299999999999982e-04,-4.233099999999999840e-04,-5.492799999999999723e-04,-5.435999999999999860e-04,-3.361199999999999735e-04,1.382300000000000098e-04,9.376299999999999522e-04,2.111499999999999662e-03,3.698699999999999644e-03,5.725800000000000507e-03,8.205699999999999800e-03,1.113700000000000107e-02,1.450399999999999953e-02,1.827499999999999958e-02,2.240599999999999883e-02,2.684100000000000374e-02,3.151299999999999935e-02,3.634700000000000431e-02,4.126300000000000107e-02
