0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.049888,-4.0852e-20,0.024944,-0.00013761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049646,5.3127e-07,0.049667,-1.8368e-07,0.049598,-9.2102e-08,0.04958,-4.0365e-09,0.049582,7.6937e-09,0.049585,2.152e-09,0.049585,-2.2424e-10,0.049585,-2.5321e-10,0.049585,-3.7388e-11,0.049585,1.509e-11,0.049585,6.9805e-12,0.049585,1.9651e-13,0.049585,-6.0834e-13,0.049585,-1.5867e-13,0.049585,2.0378e-14,0.049585,1.9555e-14,0.049585,2.6005e-15,0.049585,-1.2144e-15,0.049585,-4.79e-16,0.024792,-0.00013677,0,0,1.3121e-05,0.00044245,2.1855e-05,0.00010184,2.2634e-05,-1.8105e-05,2.1993e-05,-1.3731e-05,2.1772e-05,-1.4606e-06,2.1781e-05,9.5317e-07,2.1804e-05,3.5657e-07,2.1809e-05,-7.4271e-09,2.1808e-05,-3.5193e-08,2.1807e-05,-7.4038e-09,2.1807e-05,1.6004e-09,2.1807e-05,1.0637e-09,2.1807e-05,9.4575e-11,2.1807e-05,-7.8109e-11,2.1807e-05,-2.6862e-11,2.1807e-05,1.1509e-12,2.1807e-05,2.7904e-12,2.1807e-05,5.4003e-13,2.1807e-05,-1.5481e-13,2.1807e-05,-1.8943e-13
0.048638,1.5045e-06,0.04896,-2.2128e-08,0.048811,-4.2807e-07,0.048678,-1.4152e-07,0.04866,2.3602e-08,0.048674,2.6624e-08,0.048681,4.2382e-09,0.048681,-2.1892e-09,0.04868,-1.0856e-09,0.04868,-2.4469e-11,0.04868,1.1809e-10,0.04868,3.2642e-11,0.04868,-4.8847e-12,0.04868,-4.7874e-12,0.04868,-6.5857e-13,0.04868,3.5041e-13,0.04868,1.5596e-13,0.04868,9.4036e-16,0.04868,-1.6012e-14,0.02434,-0.00013428,0,0,2.9436e-05,0.0013447,6.6127e-05,0.00071411,7.6974e-05,3.6084e-05,7.4859e-05,-9.721e-05,7.26e-05,-3.4428e-05,7.2214e-05,2.8209e-06,7.2394e-05,5.068e-06,7.249e-05,1.0228e-06,7.2495e-05,-3.2394e-07,7.2485e-05,-2.012e-07,7.2481e-05,-1.5097e-08,7.2482e-05,1.8474e-08,7.2482e-05,6.2988e-09,7.2482e-05,-4.2706e-10,7.2482e-05,-7.8156e-10,7.2482e-05,-1.4759e-10,7.2482e-05,4.6223e-11,7.2482e-05,2.6853e-11,7.2482e-05,2.1983e-12,7.2482e-05,-1.5901e-12
0.046958,1.836e-06,0.047546,7.1649e-07,0.047572,-4.8664e-07,0.047291,-5.6886e-07,0.047139,-1.106e-07,0.047145,8.2998e-08,0.047179,4.8331e-08,0.047188,1.1005e-09,0.047186,-7.2451e-09,0.047184,-2.2681e-09,0.047183,3.7937e-10,0.047184,4.1351e-10,0.047184,6.3069e-11,0.047184,-3.6009e-11,0.047184,-1.7498e-11,0.047184,-1.8923e-13,0.047184,2.0621e-12,0.047184,5.4067e-13,0.047184,-1.2355e-13,0.023592,-0.00013015,0,0,4.587e-05,0.0021832,0.00011809,0.0018733,0.00015847,0.00055714,0.00016197,-0.00018907,0.0001544,-0.0001942,0.00015074,-3.5961e-05,0.00015078,2.0461e-05,0.00015138,1.2088e-05,0.00015157,6.5135e-07,0.00015153,-1.5115e-06,0.0001515,-5.2057e-07,0.00015149,5.3168e-08,0.0001515,8.1365e-08,0.0001515,1.5397e-08,0.0001515,-5.8801e-09,0.0001515,-3.4198e-09,0.0001515,-2.0016e-10,0.0001515,3.4834e-10,0.0001515,1.3659e-10,0.0001515,7.0186e-11
0.044705,2.4355e-06,0.045456,1.0064e-06,0.045697,1.9936e-08,0.045488,-8.0429e-07,0.04514,-5.7893e-07,0.045016,-8.5396e-09,0.045065,1.5644e-07,0.045117,6.047e-08,0.045125,-1.1444e-08,0.045118,-1.5177e-08,0.045114,-2.7814e-09,0.045114,1.6589e-09,0.045115,9.3197e-10,0.045115,2.1193e-11,0.045115,-1.2984e-10,0.045115,-3.961e-11,0.045115,6.8328e-12,0.045115,6.9877e-12,0.045115,6.8781e-13,0.022557,-0.00012444,0,0,6.2908e-05,0.0031471,0.00017233,0.0031135,0.00025361,0.0016582,0.00028088,9.7101e-05,0.00027177,-0.00046017,0.00025908,-0.00024762,0.00025552,1.091e-06,0.00025683,5.106e-05,0.00025801,1.786e-05,0.00025818,-2.9385e-06,0.00025804,-3.8893e-06,0.00025797,-7.4509e-07,0.00025797,3.6222e-07,0.00025798,2.1552e-07,0.00025798,1.1116e-08,0.00025798,-2.6557e-08,0.00025798,-8.9904e-09,0.00025798,9.8992e-10,0.00025798,1.7454e-09,0.00025798,1.4152e-09
0.041858,2.7143e-06,0.042818,1.4355e-06,0.043176,2.7311e-07,0.043124,-5.0648e-07,0.042762,-9.5002e-07,0.042414,-4.7005e-07,0.042354,1.3695e-07,0.042453,2.2153e-07,0.042516,5.2867e-08,0.042515,-3.4338e-08,0.0425,-2.386e-08,0.042495,-1.0996e-09,0.042496,4.1671e-09,0.042498,1.515e-09,0.042498,-2.4353e-10,0.042498,-3.2138e-10,0.042498,-5.7129e-11,0.042498,3.1323e-11,0.042498,1.5884e-11,0.021249,-0.00011722,0,0,7.9236e-05,0.0040431,0.00022876,0.0044953,0.00035495,0.0029571,0.00041949,0.0009493,0.00042442,-0.00046597,0.00040266,-0.00066283,0.00038769,-0.00021687,0.00038633,7.7848e-05,0.00038955,8.5155e-05,0.00039118,1.6021e-05,0.00039112,-1.1378e-05,0.00039078,-6.9764e-06,0.00039067,-2.8893e-07,0.0003907,1.0965e-06,0.00039072,3.9124e-07,0.00039073,-5.3239e-08,0.00039072,-7.6095e-08,0.00039072,-1.4659e-08,0.00039072,8.4112e-09,0.00039072,1.0168e-08
0.038505,3.0968e-06,0.039595,1.8053e-06,0.040139,5.5807e-07,0.040165,-3.3029e-07,0.039896,-8.3867e-07,0.039465,-9.3066e-07,0.039175,-2.7381e-07,0.039201,2.9212e-07,0.039343,2.5843e-07,0.039404,2.0595e-08,0.039387,-6.4742e-08,0.039364,-2.9776e-08,0.03936,4.2321e-09,0.039363,7.8342e-09,0.039365,1.7626e-09,0.039365,-9.1916e-10,0.039365,-6.1128e-10,0.039365,-2.7942e-11,0.039365,9.5211e-11,0.019682,-0.00010858,0,0,9.5214e-05,0.0049715,0.00028426,0.0059376,0.00046091,0.0044437,0.00056907,0.002076,0.00060211,3.739e-05,0.00058329,-0.00095187,0.00055302,-0.00072203,0.00053983,-9.4186e-05,0.00054251,0.00017775,0.00054773,0.00010811,0.00054935,1.0139e-06,0.00054876,-2.4431e-05,0.00054817,-9.282e-06,0.00054808,1.6098e-06,0.00054816,2.3154e-06,0.00054821,4.7451e-07,0.00054821,-2.5075e-07,0.0005482,-1.586e-07,0.0005482,-9.3659e-09,0.0005482,1.9038e-08
0.034658,3.2941e-06,0.035884,2.0606e-06,0.036559,9.5488e-07,0.036733,-1.6469e-07,0.036499,-7.6148e-07,0.036099,-9.7565e-07,0.035676,-7.7451e-07,0.035487,-3.1144e-08,0.035601,4.2483e-07,0.035771,2.5398e-07,0.035814,-3.5031e-08,0.035776,-9.6692e-08,0.035747,-2.8995e-08,0.035745,1.3977e-08,0.035752,1.1987e-08,0.035755,1.0765e-09,0.035755,-2.144e-09,0.035754,-8.7549e-10,0.035754,1.7713e-10,0.017877,-9.8621e-05,0,0,0.00011018,0.0058223,0.00033866,0.0073656,0.00056705,0.0060945,0.00072658,0.003436,0.00079565,0.00084762,0.00079294,-0.00082404,0.00075517,-0.0012377,0.00072282,-0.00061293,0.00071538,9.8225e-05,0.00072305,0.00027346,0.00072965,0.00010568,0.00073054,-2.9198e-05,0.00072916,-3.9406e-05,0.00072837,-8.5938e-06,0.00072838,5.5407e-06,0.00072856,3.8009e-06,0.00072862,2.245e-07,0.0007286,-6.4641e-07,0.00072859,-3.2065e-07,0.00072858,-1.9226e-07
0.030386,3.5174e-06,0.031712,2.3846e-06,0.032514,1.1598e-06,0.032816,1.8607e-07,0.032684,-7.1165e-07,0.032273,-1.002e-06,0.031827,-9.3724e-07,0.031476,-5.2307e-07,0.031408,2.1535e-07,0.0316,5.095e-07,0.031773,2.0353e-07,0.031785,-1.0694e-07,0.031724,-1.2247e-07,0.031693,-1.8303e-08,0.031698,2.7728e-08,0.031708,1.5347e-08,0.031711,-1.1066e-09,0.03171,-3.6715e-09,0.031709,-7.8262e-10,0.015854,-8.7463e-05,0,0,0.00012411,0.0066548,0.00039045,0.0088095,0.00067159,0.0077687,0.00088644,0.0050421,0.0010009,0.0019186,0.0010227,-0.0004,0.00098849,-0.0014533,0.00094036,-0.0012681,0.00091279,-0.00035628,0.0009139,0.00031816,0.00092626,0.00033569,0.000933,6.8897e-05,0.00093239,-7.1692e-05,0.00093009,-5.1511e-05,0.00092925,-2.6737e-06,0.0009295,1.1547e-05,0.00092979,5.0318e-06,0.00092985,-6.8504e-07,0.0009298,-1.6858e-06,0.00092975,-1.5694e-06
0.02573,3.6209e-06,0.027136,2.5442e-06,0.02806,1.5059e-06,0.028473,3.7049e-07,0.028453,-4.4728e-07,0.028091,-1.0651e-06,0.02759,-1.0564e-06,0.027174,-7.5913e-07,0.026939,-2.2394e-07,0.026994,4.2734e-07,0.027238,5.303e-07,0.027391,1.1123e-07,0.027361,-1.8384e-07,0.027279,-1.3437e-07,0.027252,3.7883e-09,0.027267,4.38e-08,0.027281,1.6559e-08,0.027283,-4.917e-09,0.02728,-5.6109e-09,0.013639,-7.5244e-05,0,0,0.00013673,0.0073987,0.00043892,0.010169,0.00077248,0.0095147,0.0010451,0.0067393,0.0012115,0.0032922,0.0012679,0.00028453,0.001245,-0.0014208,0.0011891,-0.0017515,0.0011406,-0.0010506,0.0011235,-5.8673e-06,0.0011341,0.00051597,0.0011497,0.00034133,0.001155,-2.7909e-06,0.0011522,-0.00011873,0.0011491,-5.4984e-05,0.0011485,9.9969e-06,0.0011491,1.8935e-05,0.0011495,4.8599e-06,0.0011495,-3.6656e-06,0.0011494,-4.9129e-06
